"run_id_same_config_different_mode";"locus_id";"derived_sim_mode";"allele_count_mean";"allele_count_sd";"allele_count_median";"allele_count_min";"allele_count_max";"aminoacids";"burnin_generations";"generations";"hosts.allele_sequence_length";"hosts.alleles_per_species_initial";"hosts.fitness_minimum";"hosts.genes_per_chromosome_initial";"hosts.mutation_rate_per_peptide";"hosts.n";"hosts.species_n";"infection.infections_per_generation";"infection.merit_threshold";"output.host_allele_data_interval";"output.host_allele_sequence_data_interval";"output.host_individual_data_interval";"output.host_locus_data_interval";"output.meta_data_interval";"output.output_base_path";"output.pathogen_allele_data_interval";"output.pathogen_allele_sequence_data_interval";"output.pathogen_individual_data_interval";"output.pathogen_locus_data_interval";"pathogens.fitness_minimum";"pathogens.haplotype_sequence_length";"pathogens.haplotypes_per_species_initial";"pathogens.mutation_rate_per_peptide";"pathogens.n";"pathogens.species_n";"thread_n";"hosts.introgression_individuals_per_generation";"pathogens.introgression_individuals_per_generation";"hash_no_sim_mode";"id_same_config_different_mode"
"2022-07-14-49.2022-07-14-50";0;"Coevolution";243,725;9,30413814624479;245;218;270;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-05";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"1e-04";"10000";"1";"32";"0";"500";"8392bad5998aa1df08517460373c68dd";25
"2022-07-14-49.2022-07-14-50";0;"Neutrality";128,519166666667;10,0688853081335;128;104;158;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-05";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"1e-04";"10000";"1";"32";"0";"500";"8392bad5998aa1df08517460373c68dd";25
"2022-07-14-49.2022-07-14-50";0;"No-coevolution";116,475;6,6500436189213;116;96;135;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-05";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"1e-04";"10000";"1";"32";"0";"500";"8392bad5998aa1df08517460373c68dd";25
"2022-07-14-5.2022-07-14-6";0;"Coevolution";10,6466666666667;3,14722055432803;10;4;20;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-06";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"1e-06";"10000";"1";"32";"0";"0";"d4ee0f0990c7c23115832400246004ef";3
"2022-07-14-5.2022-07-14-6";0;"Neutrality";22,0025;3,60924959682898;21;14;33;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-06";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"1e-06";"10000";"1";"32";"0";"0";"d4ee0f0990c7c23115832400246004ef";3
"2022-07-14-5.2022-07-14-6";0;"No-coevolution";12,0416666666667;2,87001606428215;12;6;23;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-06";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"1e-06";"10000";"1";"32";"0";"0";"d4ee0f0990c7c23115832400246004ef";3
"2022-07-14-51.2022-07-14-52";0;"Coevolution";338,616666666667;11,8608961290394;337;314;376;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-05";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"5e-05";"10000";"4";"32";"0";"500";"ba3687e6c8900f5599aa4f195206e23f";26
"2022-07-14-51.2022-07-14-52";0;"Neutrality";124,48;9,83896697114164;125;97;151;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-05";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"5e-05";"10000";"4";"32";"0";"500";"ba3687e6c8900f5599aa4f195206e23f";26
"2022-07-14-51.2022-07-14-52";0;"No-coevolution";154,14;8,18445939729946;154;132;182;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-05";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"5e-05";"10000";"4";"32";"0";"500";"ba3687e6c8900f5599aa4f195206e23f";26
"2022-07-14-53.2022-07-14-54";0;"Coevolution";344,185;8,39155161840013;344;324;368;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-05";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"1e-05";"10000";"4";"32";"0";"500";"9070d1032fdc6ec41299e6711c23ebec";27
"2022-07-14-53.2022-07-14-54";0;"Neutrality";125,418333333333;7,04033397462678;125;107;150;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-05";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"1e-05";"10000";"4";"32";"0";"500";"9070d1032fdc6ec41299e6711c23ebec";27
"2022-07-14-53.2022-07-14-54";0;"No-coevolution";158,726666666667;8,56451246005006;158;138;185;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-05";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"1e-05";"10000";"4";"32";"0";"500";"9070d1032fdc6ec41299e6711c23ebec";27
"2022-07-14-55.2022-07-14-56";0;"Coevolution";335,461666666667;10,361988961953;335;309;365;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-05";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"1e-04";"10000";"4";"32";"0";"500";"cecfb54e7b440e74708bd04531fa22b6";28
"2022-07-14-55.2022-07-14-56";0;"Neutrality";125,805833333333;8,07542422224347;126;100;151;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-05";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"1e-04";"10000";"4";"32";"0";"500";"cecfb54e7b440e74708bd04531fa22b6";28
"2022-07-14-55.2022-07-14-56";0;"No-coevolution";156,105;11,9587762284219;154;135;197;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-05";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"1e-04";"10000";"4";"32";"0";"500";"cecfb54e7b440e74708bd04531fa22b6";28
"2022-07-14-7.2022-07-14-8";0;"Coevolution";13,9183333333333;2,86391350366645;14;6;23;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-06";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"1e-05";"10000";"1";"32";"0";"0";"5306dd6c55002a33685e3febf4c1effa";4
"2022-07-14-7.2022-07-14-8";0;"Neutrality";20,61;3,69923013427415;21;11;31;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-06";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"1e-05";"10000";"1";"32";"0";"0";"5306dd6c55002a33685e3febf4c1effa";4
"2022-07-14-7.2022-07-14-8";0;"No-coevolution";9,58;3,22504804483372;9;4;20;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-06";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"1e-05";"10000";"1";"32";"0";"0";"5306dd6c55002a33685e3febf4c1effa";4
"2022-07-14-9.2022-07-14-10";0;"Coevolution";12,8433333333333;2,26583588166191;13;7;21;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-06";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"5e-06";"10000";"4";"32";"0";"0";"88e92d5839398af51b9b7f533734cabf";5
"2022-07-14-9.2022-07-14-10";0;"Neutrality";22,9633333333333;3,03639127071039;23;12;31;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-06";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"5e-06";"10000";"4";"32";"0";"0";"88e92d5839398af51b9b7f533734cabf";5
"2022-07-14-9.2022-07-14-10";0;"No-coevolution";8,48833333333333;1,79124113309283;8;4;15;"ARNDCQGEHILKMFPSTWYV";"1500";"1000";"9";"10";"0.01";"1";"5e-06";"10000";"1";"10";"4";"1";"-1";"50";"1";"1";"./output/";"500";"-1";"500";"50";"0.1";"2000";"1";"5e-06";"10000";"4";"32";"0";"0";"88e92d5839398af51b9b7f533734cabf";5
